STATE,COUNTY,TRACT,NAME,ct10,ct9,MSSAdef,NCHS_County,NCHS_CBSA,NCHS_2013code,NCHS_2006code,NCHS_1990basedcode,NCHS2013_text
6,53,13100,131,6053013100,53013100,Urban,Monterey County,"Salinas, CA",3,3,3,Medium metro
6,53,13200,132,6053013200,53013200,Urban,Monterey County,"Salinas, CA",3,3,3,Medium metro
6,53,13300,133,6053013300,53013300,Urban,Monterey County,"Salinas, CA",3,3,3,Medium metro
6,53,13500,135,6053013500,53013500,Urban,Monterey County,"Salinas, CA",3,3,3,Medium metro
6,53,13700,137,6053013700,53013700,Urban,Monterey County,"Salinas, CA",3,3,3,Medium metro
6,53,13800,138,6053013800,53013800,Urban,Monterey County,"Salinas, CA",3,3,3,Medium metro
6,53,13900,139,6053013900,53013900,Urban,Monterey County,"Salinas, CA",3,3,3,Medium metro
6,53,14000,140,6053014000,53014000,Urban,Monterey County,"Salinas, CA",3,3,3,Medium metro
6,53,14102,141.02,6053014102,53014102,Rural,Monterey County,"Salinas, CA",3,3,3,Medium metro
6,61,20107,201.07,6061020107,61020107,Rural,Placer County,"Sacramento--Roseville--Arden-Arcade, CA",2,2,2,Large fringe metro
6,65,40806,408.06,6065040806,65040806,Urban,Riverside County,"Riverside-San Bernardino-Ontario, CA",1,1,1,Large central metro
6,65,40808,408.08,6065040808,65040808,Urban,Riverside County,"Riverside-San Bernardino-Ontario, CA",1,1,1,Large central metro
6,65,40809,408.09,6065040809,65040809,Urban,Riverside County,"Riverside-San Bernardino-Ontario, CA",1,1,1,Large central metro
6,65,40812,408.12,6065040812,65040812,Urban,Riverside County,"Riverside-San Bernardino-Ontario, CA",1,1,1,Large central metro
6,65,40813,408.13,6065040813,65040813,Urban,Riverside County,"Riverside-San Bernardino-Ontario, CA",1,1,1,Large central metro
6,65,40814,408.14,6065040814,65040814,Urban,Riverside County,"Riverside-San Bernardino-Ontario, CA",1,1,1,Large central metro
6,65,40816,408.16,6065040816,65040816,Urban,Riverside County,"Riverside-San Bernardino-Ontario, CA",1,1,1,Large central metro
6,65,40821,408.21,6065040821,65040821,Urban,Riverside County,"Riverside-San Bernardino-Ontario, CA",1,1,1,Large central metro
6,65,40901,409.01,6065040901,65040901,Urban,Riverside County,"Riverside-San Bernardino-Ontario, CA",1,1,1,Large central metro
6,65,40902,409.02,6065040902,65040902,Urban,Riverside County,"Riverside-San Bernardino-Ontario, CA",1,1,1,Large central metro
6,65,40904,409.04,6065040904,65040904,Urban,Riverside County,"Riverside-San Bernardino-Ontario, CA",1,1,1,Large central metro
