STATE,COUNTY,TRACT,NAME,ct10,ct9,MSSAdef,NCHS_County,NCHS_CBSA,NCHS_2013code,NCHS_2006code,NCHS_1990basedcode,NCHS2013_text
6,1,425103,4251.03,6001425103,1425103,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,425104,4251.04,6001425104,1425104,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,426100,4261,6001426100,1426100,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,427100,4271,6001427100,1427100,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,427800,4278,6001427800,1427800,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,428302,4283.02,6001428302,1428302,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,430300,4303,6001430300,1430300,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,430700,4307,6001430700,1430700,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,431100,4311,6001431100,1431100,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,432501,4325.01,6001432501,1432501,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,433103,4331.03,6001433103,1433103,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,433300,4333,6001433300,1433300,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,433900,4339,6001433900,1433900,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,435300,4353,6001435300,1435300,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,435800,4358,6001435800,1435800,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,436300,4363,6001436300,1436300,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,437000,4370,6001437000,1437000,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,437400,4374,6001437400,1437400,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,437702,4377.02,6001437702,1437702,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,438201,4382.01,6001438201,1438201,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,438300,4383,6001438300,1438300,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,440331,4403.31,6001440331,1440331,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,440335,4403.35,6001440335,1440335,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,441401,4414.01,6001441401,1441401,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,441522,4415.22,6001441522,1441522,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,441602,4416.02,6001441602,1441602,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,441925,4419.25,6001441925,1441925,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,442100,4421,6001442100,1442100,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,442500,4425,6001442500,1442500,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,442700,4427,6001442700,1442700,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,443102,4431.02,6001443102,1443102,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,13,359102,3591.02,6013359102,13359102,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,359104,3591.04,6013359104,13359104,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,359105,3591.05,6013359105,13359105,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,360200,3602,6013360200,13360200,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,365003,3650.03,6013365003,13365003,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,368001,3680.01,6013368001,13368001,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,371000,3710,6013371000,13371000,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,379000,3790,6013379000,13379000,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,383000,3830,6013383000,13383000,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,387000,3870,6013387000,13387000,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,15,202,2.02,6015000202,15000202,Rural,Del Norte County,"Crescent City, CA",5,5,6,Micropolitan
6,15,203,2.03,6015000203,15000203,Rural,Del Norte County,"Crescent City, CA",5,5,6,Micropolitan
6,17,30301,303.01,6017030301,17030301,Rural,El Dorado County,"Sacramento--Roseville--Arden-Arcade, CA",2,2,2,Large fringe metro
6,17,30602,306.02,6017030602,17030602,Rural,El Dorado County,"Sacramento--Roseville--Arden-Arcade, CA",2,2,2,Large fringe metro
6,17,30603,306.03,6017030603,17030603,Rural,El Dorado County,"Sacramento--Roseville--Arden-Arcade, CA",2,2,2,Large fringe metro
6,17,30706,307.06,6017030706,17030706,Urban,El Dorado County,"Sacramento--Roseville--Arden-Arcade, CA",2,2,2,Large fringe metro
6,17,30807,308.07,6017030807,17030807,Urban,El Dorado County,"Sacramento--Roseville--Arden-Arcade, CA",2,2,2,Large fringe metro
6,17,31402,314.02,6017031402,17031402,Rural,El Dorado County,"Sacramento--Roseville--Arden-Arcade, CA",2,2,2,Large fringe metro
6,17,31502,315.02,6017031502,17031502,Rural,El Dorado County,"Sacramento--Roseville--Arden-Arcade, CA",2,2,2,Large fringe metro
6,17,31700,317,6017031700,17031700,Urban,El Dorado County,"Sacramento--Roseville--Arden-Arcade, CA",2,2,2,Large fringe metro
6,17,31900,319,6017031900,17031900,Rural,El Dorado County,"Sacramento--Roseville--Arden-Arcade, CA",2,2,2,Large fringe metro
6,19,501,5.01,6019000501,19000501,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,800,8,6019000800,19000800,Rural,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,1202,12.02,6019001202,19001202,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,1407,14.07,6019001407,19001407,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,1412,14.12,6019001412,19001412,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,2000,20,6019002000,19002000,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,2501,25.01,6019002501,19002501,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,2702,27.02,6019002702,19002702,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,1,443103,4431.03,6001443103,1443103,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,443104,4431.04,6001443104,1443104,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,443105,4431.05,6001443105,1443105,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,443321,4433.21,6001443321,1443321,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,444400,4444,6001444400,1444400,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,450101,4501.01,6001450101,1450101,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,450501,4505.01,6001450501,1450501,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,451102,4511.02,6001451102,1451102,Rural,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,451403,4514.03,6001451403,1451403,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,451504,4515.04,6001451504,1451504,Rural,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,451701,4517.01,6001451701,1451701,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,982000,9820,6001982000,1982000,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,3,10000,100,6003010000,3010000,Frontier,Alpine County,0,6,6,6,Non-core
6,5,102,1.02,6005000102,5000102,Rural,Amador County,0,6,6,6,Non-core
6,5,200,2,6005000200,5000200,Rural,Amador County,0,6,6,6,Non-core
6,7,102,1.02,6007000102,7000102,Urban,Butte County,"Chico, CA",4,4,4,Small merto
6,7,202,2.02,6007000202,7000202,Urban,Butte County,"Chico, CA",4,4,4,Small merto
6,7,601,6.01,6007000601,7000601,Urban,Butte County,"Chico, CA",4,4,4,Small merto
6,7,800,8,6007000800,7000800,Urban,Butte County,"Chico, CA",4,4,4,Small merto
6,7,1300,13,6007001300,7001300,Urban,Butte County,"Chico, CA",4,4,4,Small merto
6,7,1600,16,6007001600,7001600,Rural,Butte County,"Chico, CA",4,4,4,Small merto
6,7,1704,17.04,6007001704,7001704,Rural,Butte County,"Chico, CA",4,4,4,Small merto
6,7,2400,24,6007002400,7002400,Frontier,Butte County,"Chico, CA",4,4,4,Small merto
6,7,2700,27,6007002700,7002700,Rural,Butte County,"Chico, CA",4,4,4,Small merto
6,7,3300,33,6007003300,7003300,Rural,Butte County,"Chico, CA",4,4,4,Small merto
6,9,121,1.21,6009000121,9000121,Rural,Calaveras County,0,6,6,6,Non-core
6,9,300,3,6009000300,9000300,Rural,Calaveras County,0,6,6,6,Non-core
6,9,400,4,6009000400,9000400,Rural,Calaveras County,0,6,6,6,Non-core
6,9,504,5.04,6009000504,9000504,Rural,Calaveras County,0,6,6,6,Non-core
6,11,300,3,6011000300,11000300,Rural,Colusa County,0,6,6,6,Non-core
6,11,400,4,6011000400,11000400,Frontier,Colusa County,0,6,6,6,Non-core
6,13,302005,3020.05,6013302005,13302005,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,302006,3020.06,6013302006,13302006,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,302010,3020.1,6013302010,13302010,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,303201,3032.01,6013303201,13303201,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,303202,3032.02,6013303202,13303202,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,303204,3032.04,6013303204,13303204,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,306002,3060.02,6013306002,13306002,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,307102,3071.02,6013307102,13307102,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,308002,3080.02,6013308002,13308002,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,313102,3131.02,6013313102,13313102,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,313206,3132.06,6013313206,13313206,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,316000,3160,6013316000,13316000,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,320003,3200.03,6013320003,13320003,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,323000,3230,6013323000,13323000,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,328000,3280,6013328000,13328000,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,332000,3320,6013332000,13332000,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,334001,3340.01,6013334001,13334001,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,336101,3361.01,6013336101,13336101,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,338301,3383.01,6013338301,13338301,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,345101,3451.01,6013345101,13345101,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,345102,3451.02,6013345102,13345102,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,345114,3451.14,6013345114,13345114,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,346203,3462.03,6013346203,13346203,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,349000,3490,6013349000,13349000,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,351103,3511.03,6013351103,13351103,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,355108,3551.08,6013355108,13355108,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,355115,3551.15,6013355115,13355115,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,13,356001,3560.01,6013356001,13356001,Urban,Contra Costa County,"San Francisco-Oakland-Hayward, CA",2,2,2,Large fringe metro
6,1,400100,4001,6001400100,1400100,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,400200,4002,6001400200,1400200,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,400300,4003,6001400300,1400300,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,400800,4008,6001400800,1400800,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,401800,4018,6001401800,1401800,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,402700,4027,6001402700,1402700,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,403100,4031,6001403100,1403100,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,403502,4035.02,6001403502,1403502,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,403900,4039,6001403900,1403900,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,404501,4045.01,6001404501,1404501,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,404700,4047,6001404700,1404700,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,405301,4053.01,6001405301,1405301,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,405700,4057,6001405700,1405700,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,406201,4062.01,6001406201,1406201,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,406601,4066.01,6001406601,1406601,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,407000,4070,6001407000,1407000,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,407400,4074,6001407400,1407400,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,408000,4080,6001408000,1408000,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,408500,4085,6001408500,1408500,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,409100,4091,6001409100,1409100,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,409400,4094,6001409400,1409400,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,410100,4101,6001410100,1410100,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,410500,4105,6001410500,1410500,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,420500,4205,6001420500,1420500,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,421400,4214,6001421400,1421400,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,421700,4217,6001421700,1421700,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,422100,4221,6001422100,1422100,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,422500,4225,6001422500,1422500,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,423500,4235,6001423500,1423500,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,423800,4238,6001423800,1423800,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,1,425102,4251.02,6001425102,1425102,Urban,Alameda County,"San Francisco-Oakland-Hayward, CA",1,1,1,Large central metro
6,37,102104,1021.04,6037102104,37102104,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,102105,1021.05,6037102105,37102105,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,102107,1021.07,6037102107,37102107,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,104103,1041.03,6037104103,37104103,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,104201,1042.01,6037104201,37104201,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,104320,1043.2,6037104320,37104320,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,104404,1044.04,6037104404,37104404,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,104701,1047.01,6037104701,37104701,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,104821,1048.21,6037104821,37104821,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,106113,1061.13,6037106113,37106113,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,106403,1064.03,6037106403,37106403,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,106408,1064.08,6037106408,37106408,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,106641,1066.41,6037106641,37106641,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,106648,1066.48,6037106648,37106648,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,107020,1070.2,6037107020,37107020,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,108202,1082.02,6037108202,37108202,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,109601,1096.01,6037109601,37109601,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,111100,1111,6037111100,37111100,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,111302,1113.02,6037111302,37111302,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,113212,1132.12,6037113212,37113212,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,113233,1132.33,6037113233,37113233,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,113301,1133.01,6037113301,37113301,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,113321,1133.21,6037113321,37113321,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,115101,1151.01,6037115101,37115101,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,115202,1152.02,6037115202,37115202,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,115401,1154.01,6037115401,37115401,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,117102,1171.02,6037117102,37117102,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,117303,1173.03,6037117303,37117303,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,117405,1174.05,6037117405,37117405,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,117510,1175.1,6037117510,37117510,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,119201,1192.01,6037119201,37119201,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,119320,1193.2,6037119320,37119320,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,119341,1193.41,6037119341,37119341,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,119800,1198,6037119800,37119800,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,120106,1201.06,6037120106,37120106,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,37,120107,1201.07,6037120107,37120107,Urban,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",1,1,1,Large central metro
6,19,2904,29.04,6019002904,19002904,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,2905,29.05,6019002905,19002905,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,2906,29.06,6019002906,19002906,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,3001,30.01,6019003001,19003001,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,3003,30.03,6019003003,19003003,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,3301,33.01,6019003301,19003301,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,3701,37.01,6019003701,19003701,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,3804,38.04,6019003804,19003804,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,3810,38.1,6019003810,19003810,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,4205,42.05,6019004205,19004205,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,4211,42.11,6019004211,19004211,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,4215,42.15,6019004215,19004215,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,4405,44.05,6019004405,19004405,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,4504,45.04,6019004504,19004504,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,4701,47.01,6019004701,19004701,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,4901,49.01,6019004901,19004901,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,5203,52.03,6019005203,19005203,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,5301,53.01,6019005301,19005301,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,5403,54.03,6019005403,19005403,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,5409,54.09,6019005409,19005409,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,5504,55.04,6019005504,19005504,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,5510,55.1,6019005510,19005510,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,5516,55.16,6019005516,19005516,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,5524,55.24,6019005524,19005524,Rural,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,5605,56.05,6019005605,19005605,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,5702,57.02,6019005702,19005702,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,5802,58.02,6019005802,19005802,Urban,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,6100,61,6019006100,19006100,Rural,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,6402,64.02,6019006402,19006402,Rural,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,6403,64.03,6019006403,19006403,Rural,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,6404,64.04,6019006404,19006404,Rural,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,6603,66.03,6019006603,19006603,Rural,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,7002,70.02,6019007002,19007002,Rural,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,7202,72.02,6019007202,19007202,Rural,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,7901,79.01,6019007901,19007901,Rural,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,7902,79.02,6019007902,19007902,Rural,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,8301,83.01,6019008301,19008301,Rural,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,19,8501,85.01,6019008501,19008501,Rural,Fresno County,"Fresno, CA",3,3,3,Medium metro
6,23,100,1,6023000100,23000100,Rural,Humboldt County,"Eureka-Arcata-Fortuna, CA",5,5,5,Micropolitan
6,23,500,5,6023000500,23000500,Rural,Humboldt County,"Eureka-Arcata-Fortuna, CA",5,5,5,Micropolitan
6,23,1200,12,6023001200,23001200,Rural,Humboldt County,"Eureka-Arcata-Fortuna, CA",5,5,5,Micropolitan
6,23,10102,101.02,6023010102,23010102,Frontier,Humboldt County,"Eureka-Arcata-Fortuna, CA",5,5,5,Micropolitan
6,23,10300,103,6023010300,23010300,Rural,Humboldt County,"Eureka-Arcata-Fortuna, CA",5,5,5,Micropolitan
6,23,10901,109.01,6023010901,23010901,Rural,Humboldt County,"Eureka-Arcata-Fortuna, CA",5,5,5,Micropolitan
6,23,10902,109.02,6023010902,23010902,Rural,Humboldt County,"Eureka-Arcata-Fortuna, CA",5,5,5,Micropolitan
